stage,suite,task,seed,cond,repeat,dir,success,turns,planner_calls,tokens,perc,act,maxred,env_steps,reason,wall_s
P0,libero_spatial_task,7,4,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-14:44:41_ours_libero_spatial_task_t7_s4_r1,False,40,40,3476187,26,9,9,9,grasp_fail,788.0
P0,libero_spatial_task,7,5,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-14:48:17_ours_libero_spatial_task_t7_s5_r2,True,38,38,2987803,23,8,10,8,success,677.0
P0,libero_spatial_task,7,4,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-14:45:45_ours_libero_spatial_task_t7_s4_r3,True,36,36,3190670,18,14,9,14,success,855.0
P0,libero_spatial_task,7,5,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-14:47:25_ours_libero_spatial_task_t7_s5_r1,False,40,40,3586877,27,11,11,11,placement_fail,777.0
P0,libero_spatial_task,7,6,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-14:51:50_ours_libero_spatial_task_t7_s6_r1,False,40,40,3519042,24,12,12,12,placement_fail,596.0
P0,libero_spatial_task,7,5,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-14:51:36_ours_libero_spatial_task_t7_s5_r3,True,40,40,3789866,25,12,12,12,success,750.0
P0,libero_spatial_task,7,6,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-14:52:58_ours_libero_spatial_task_t7_s6_r2,False,40,40,3809089,26,9,12,9,grasp_fail,812.0
P0,libero_spatial_task,7,6,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-14:56:26_ours_libero_spatial_task_t7_s6_r3,False,40,40,2254340,28,11,10,11,placement_fail,674.0
P0,libero_spatial_task,7,7,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-14:57:49_ours_libero_spatial_task_t7_s7_r1,False,40,40,3275642,30,2,27,2,reach_plan_fail,603.0
P0,libero_spatial_task,7,7,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-14:59:35_ours_libero_spatial_task_t7_s7_r2,False,40,40,3584347,26,9,14,7,reach_plan_fail,537.0
P0,libero_spatial_task,7,7,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:00:02_ours_libero_spatial_task_t7_s7_r3,False,40,40,3855485,18,17,12,14,reach_plan_fail,686.0
P0,libero_spatial_task,7,8,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:00:23_ours_libero_spatial_task_t7_s8_r1,False,40,40,3587611,28,11,13,11,placement_fail,688.0
P0,libero_spatial_task,7,8,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:01:47_ours_libero_spatial_task_t7_s8_r2,False,40,40,2459012,20,15,9,8,reach_plan_fail,724.0
P0,libero_spatial_task,7,9,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:07:40_ours_libero_spatial_task_t7_s9_r2,True,32,32,2145418,18,9,8,9,success,546.0
P0,libero_spatial_task,7,9,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:06:31_ours_libero_spatial_task_t7_s9_r1,False,40,40,3470456,36,7,12,7,grasp_fail,719.0
P0,libero_spatial_task,7,8,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:04:06_ours_libero_spatial_task_t7_s8_r3,False,40,40,3620322,25,8,14,8,grasp_fail,893.0
P0,libero_spatial_task,7,9,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:07:54_ours_libero_spatial_task_t7_s9_r3,False,40,40,3565161,21,15,9,10,reach_plan_fail,725.0
P0,libero_spatial_task,7,10,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:08:33_ours_libero_spatial_task_t7_s10_r1,False,40,40,3653605,23,15,10,13,placement_fail,708.0
P0,libero_spatial_task,7,10,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:11:28_ours_libero_spatial_task_t7_s10_r2,True,38,38,3297862,20,8,10,8,success,612.0
P0,libero_spatial_task,7,10,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:11:52_ours_libero_spatial_task_t7_s10_r3,True,40,40,3529977,19,14,5,13,success,656.0
P0,libero_spatial_task,9,1,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:13:52_ours_libero_spatial_task_t9_s1_r1,True,37,37,3288030,17,11,6,11,success,618.0
P0,libero_spatial_task,9,1,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:18:31_ours_libero_spatial_task_t9_s1_r3,False,40,40,3531720,24,11,11,11,placement_fail,530.0
P0,libero_spatial_task,9,2,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:19:00_ours_libero_spatial_task_t9_s2_r1,False,40,40,3509552,25,8,8,8,grasp_fail,652.0
P0,libero_spatial_task,9,1,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:16:46_ours_libero_spatial_task_t9_s1_r2,False,40,40,3666937,19,14,9,14,placement_fail,822.0
P0,libero_spatial_task,9,3,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:21:41_ours_libero_spatial_task_t9_s3_r1,False,40,40,3377116,28,7,7,7,grasp_fail,577.0
P0,libero_spatial_task,9,2,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:20:00_ours_libero_spatial_task_t9_s2_r2,True,39,39,3492711,20,10,8,10,success,697.0
P0,libero_spatial_task,9,2,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:20:23_ours_libero_spatial_task_t9_s2_r3,True,38,38,2873237,26,12,11,12,success,690.0
P0,libero_spatial_task,9,3,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:22:48_ours_libero_spatial_task_t9_s3_r2,False,40,40,3433305,24,9,10,9,grasp_fail,622.0
P0,libero_spatial_task,9,3,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:24:11_ours_libero_spatial_task_t9_s3_r3,True,40,40,2948694,24,12,10,12,success,687.0
P0,libero_spatial_task,9,4,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:27:21_ours_libero_spatial_task_t9_s4_r1,True,36,36,3106206,22,11,15,10,success,520.0
P0,libero_spatial_task,9,4,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:29:54_ours_libero_spatial_task_t9_s4_r2,False,40,40,2745740,29,8,6,8,grasp_fail,674.0
P0,libero_spatial_task,9,4,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:30:29_ours_libero_spatial_task_t9_s4_r3,True,35,35,3027867,17,10,7,10,success,690.0
P0,libero_spatial_task,9,5,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:31:54_ours_libero_spatial_task_t9_s5_r3,True,34,34,2951784,20,9,11,9,success,651.0
P0,libero_spatial_task,9,5,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:31:20_ours_libero_spatial_task_t9_s5_r1,False,40,40,3533137,27,9,13,9,grasp_fail,743.0
P0,libero_spatial_task,9,5,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:31:37_ours_libero_spatial_task_t9_s5_r2,False,40,40,2920933,20,15,6,15,placement_fail,740.0
P0,libero_spatial_task,9,6,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:33:11_ours_libero_spatial_task_t9_s6_r1,False,40,40,3616242,26,10,13,10,grasp_fail,684.0
P0,libero_spatial_task,9,6,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:35:40_ours_libero_spatial_task_t9_s6_r2,True,40,40,3624691,20,13,8,13,success,620.0
P0,libero_spatial_task,9,6,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:36:02_ours_libero_spatial_task_t9_s6_r3,False,40,40,3488178,25,9,11,9,placement_fail,673.0
P0,libero_spatial_task,9,7,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:41:08_ours_libero_spatial_task_t9_s7_r1,True,34,34,2993584,17,9,4,9,success,676.0
P0,libero_spatial_task,9,7,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:42:46_ours_libero_spatial_task_t9_s7_r3,True,40,40,3454142,22,9,8,9,success,637.0
P0,libero_spatial_task,9,7,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:42:00_ours_libero_spatial_task_t9_s7_r2,True,39,39,3638772,23,11,11,11,success,714.0
P0,libero_spatial_task,9,9,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:46:00_ours_libero_spatial_task_t9_s9_r1,True,29,29,2318056,16,5,7,5,success,495.0
P0,libero_spatial_task,9,8,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:43:57_ours_libero_spatial_task_t9_s8_r2,True,29,29,1945015,18,10,5,10,success,644.0
P0,libero_spatial_task,9,8,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:43:44_ours_libero_spatial_task_t9_s8_r1,False,40,40,2821855,21,15,7,15,placement_fail,705.0
P0,libero_spatial_task,9,8,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:44:36_ours_libero_spatial_task_t9_s8_r3,False,40,40,3641668,22,13,11,13,placement_fail,751.0
P0,libero_spatial_task,9,9,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:47:15_ours_libero_spatial_task_t9_s9_r2,False,40,40,3497352,25,10,7,10,grasp_fail,754.0
P0,libero_spatial_task,9,10,ours,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:53:23_ours_libero_spatial_task_t9_s10_r1,True,39,39,3207327,22,8,10,8,success,628.0
P0,libero_spatial_task,9,10,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:54:16_ours_libero_spatial_task_t9_s10_r3,False,40,40,3883611,21,10,8,10,grasp_fail,660.0
P0,libero_spatial_task,9,9,ours,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:52:26_ours_libero_spatial_task_t9_s9_r3,True,40,40,3573392,24,13,8,12,success,840.0
P0,libero_spatial_task,9,10,ours,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-15:53:55_ours_libero_spatial_task_t9_s10_r2,True,32,32,2975006,16,9,6,9,success,960.0
P1,libero_spatial_task,0,3,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:09:57_hardcap_libero_spatial_task_t0_s3_r1,True,35,35,2873072,21,8,7,8,success,617.0
P1,libero_spatial_task,0,1,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:09:57_hardcap_libero_spatial_task_t0_s1_r2,False,40,40,3770923,25,11,9,11,placement_fail,750.0
P1,libero_spatial_task,0,2,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:09:57_hardcap_libero_spatial_task_t0_s2_r1,True,39,39,3194755,23,10,9,9,success,867.0
P1,libero_spatial_task,0,3,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:09:57_hardcap_libero_spatial_task_t0_s3_r2,True,32,32,2049118,18,10,8,10,success,881.0
P1,libero_spatial_task,0,2,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:09:57_hardcap_libero_spatial_task_t0_s2_r3,True,36,36,3229424,20,9,10,9,success,883.0
P1,libero_spatial_task,0,2,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:09:57_hardcap_libero_spatial_task_t0_s2_r2,False,40,40,3983279,22,11,7,11,grasp_fail,963.0
P1,libero_spatial_task,0,1,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:09:57_hardcap_libero_spatial_task_t0_s1_r3,True,37,37,3670825,19,10,5,9,success,964.0
P1,libero_spatial_task,0,1,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:09:57_hardcap_libero_spatial_task_t0_s1_r1,False,40,40,3777745,29,8,9,8,grasp_fail,996.0
P1,libero_spatial_task,0,3,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:20:16_hardcap_libero_spatial_task_t0_s3_r3,True,33,33,2662331,16,9,7,9,success,648.0
P1,libero_spatial_task,0,4,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:22:28_hardcap_libero_spatial_task_t0_s4_r1,False,40,40,3562786,27,11,7,11,placement_fail,632.0
P1,libero_spatial_task,0,6,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:26:34_hardcap_libero_spatial_task_t0_s6_r1,True,34,34,2905710,17,9,9,9,success,668.0
P1,libero_spatial_task,0,4,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:24:39_hardcap_libero_spatial_task_t0_s4_r3,False,40,40,3685607,24,11,8,11,placement_fail,836.0
P1,libero_spatial_task,0,5,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:26:02_hardcap_libero_spatial_task_t0_s5_r3,True,34,34,2678941,17,9,5,9,success,803.0
P1,libero_spatial_task,0,5,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:24:41_hardcap_libero_spatial_task_t0_s5_r1,False,40,40,3683838,21,12,7,12,placement_fail,923.0
P1,libero_spatial_task,0,5,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:26:02_hardcap_libero_spatial_task_t0_s5_r2,False,40,40,3010164,32,14,12,14,placement_fail,873.0
P1,libero_spatial_task,0,4,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:24:25_hardcap_libero_spatial_task_t0_s4_r2,False,40,40,3618478,23,16,7,16,placement_fail,1047.0
P1,libero_spatial_task,0,6,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:31:05_hardcap_libero_spatial_task_t0_s6_r2,True,28,28,1893027,14,9,4,9,success,649.0
P1,libero_spatial_task,0,7,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:37:43_hardcap_libero_spatial_task_t0_s7_r1,False,13,13,751219,7,0,4,0,infra_crash,588.0
P1,libero_spatial_task,0,6,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:33:01_hardcap_libero_spatial_task_t0_s6_r3,False,40,40,3587669,29,12,9,12,placement_fail,948.0
P1,libero_spatial_task,0,8,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:40:36_hardcap_libero_spatial_task_t0_s8_r2,True,30,30,2458604,13,8,7,8,success,595.0
P1,libero_spatial_task,0,7,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:38:36_hardcap_libero_spatial_task_t0_s7_r2,False,40,40,3604412,26,9,7,9,grasp_fail,797.0
P1,libero_spatial_task,0,8,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:40:06_hardcap_libero_spatial_task_t0_s8_r1,True,24,24,1629868,12,10,7,9,success,710.0
P1,libero_spatial_task,0,8,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:41:52_hardcap_libero_spatial_task_t0_s8_r3,False,40,40,3611926,25,9,7,9,placement_fail,823.0
P1,libero_spatial_task,0,9,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:41:55_hardcap_libero_spatial_task_t0_s9_r1,False,40,40,3096318,31,9,8,9,grasp_fail,881.0
P1,libero_spatial_task,0,9,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:47:33_hardcap_libero_spatial_task_t0_s9_r2,True,36,36,3149922,22,8,10,8,success,649.0
P1,libero_spatial_task,0,9,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:48:50_hardcap_libero_spatial_task_t0_s9_r3,True,34,34,3012982,19,9,8,9,success,667.0
P1,libero_spatial_task,0,10,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:50:31_hardcap_libero_spatial_task_t0_s10_r1,True,31,31,2282585,23,9,10,9,success,798.0
P1,libero_spatial_task,0,10,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:51:56_hardcap_libero_spatial_task_t0_s10_r3,True,40,40,3678717,29,9,9,9,success,786.0
P1,libero_spatial_task,0,7,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:39:26_hardcap_libero_spatial_task_t0_s7_r3,False,40,40,3460167,22,14,8,14,grasp_fail,1645.0
P1,libero_spatial_task,0,10,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:51:54_hardcap_libero_spatial_task_t0_s10_r2,True,40,40,3521409,21,12,5,12,success,965.0
P1,libero_spatial_task,7,1,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:55:37_hardcap_libero_spatial_task_t7_s1_r1,False,40,40,3230839,28,7,7,7,grasp_fail,790.0
P1,libero_spatial_task,7,1,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:58:22_hardcap_libero_spatial_task_t7_s1_r3,False,40,40,3524557,25,8,10,8,grasp_fail,725.0
P1,libero_spatial_task,7,1,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:56:36_hardcap_libero_spatial_task_t7_s1_r2,True,38,38,3686336,19,11,7,10,success,930.0
P1,libero_spatial_task,7,2,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-16:59:57_hardcap_libero_spatial_task_t7_s2_r1,True,38,38,3526681,22,14,8,14,success,791.0
P1,libero_spatial_task,7,2,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:03:49_hardcap_libero_spatial_task_t7_s2_r2,False,40,40,3465680,23,13,7,13,grasp_fail,677.0
P1,libero_spatial_task,7,2,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:05:04_hardcap_libero_spatial_task_t7_s2_r3,False,40,40,3451253,20,13,7,13,placement_fail,626.0
P1,libero_spatial_task,7,3,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:06:51_hardcap_libero_spatial_task_t7_s3_r1,False,40,40,3678219,25,10,9,10,placement_fail,778.0
P1,libero_spatial_task,7,4,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:10:27_hardcap_libero_spatial_task_t7_s4_r1,True,33,33,2335836,17,10,8,10,success,701.0
P1,libero_spatial_task,7,3,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:08:48_hardcap_libero_spatial_task_t7_s3_r3,True,37,37,3307792,20,12,9,12,success,828.0
P1,libero_spatial_task,7,3,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:08:00_hardcap_libero_spatial_task_t7_s3_r2,False,40,40,3623361,25,11,8,11,grasp_fail,880.0
P1,libero_spatial_task,7,4,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:12:07_hardcap_libero_spatial_task_t7_s4_r2,True,33,33,2447088,20,9,8,9,success,644.0
P1,libero_spatial_task,7,4,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:13:09_hardcap_libero_spatial_task_t7_s4_r3,True,30,30,2516214,19,7,8,7,success,725.0
P1,libero_spatial_task,7,5,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:15:31_hardcap_libero_spatial_task_t7_s5_r2,True,32,32,2407846,20,9,11,9,success,627.0
P1,libero_spatial_task,7,5,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:19:50_hardcap_libero_spatial_task_t7_s5_r3,True,32,32,2512714,19,8,7,8,success,583.0
P1,libero_spatial_task,7,5,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:15:07_hardcap_libero_spatial_task_t7_s5_r1,False,40,40,3636215,19,15,7,15,placement_fail,971.0
P1,libero_spatial_task,7,6,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:22:09_hardcap_libero_spatial_task_t7_s6_r1,False,40,40,3550818,24,10,7,10,grasp_fail,769.0
P1,libero_spatial_task,7,7,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:25:15_hardcap_libero_spatial_task_t7_s7_r2,True,34,34,2833801,16,9,7,9,success,641.0
P1,libero_spatial_task,7,7,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:22:52_hardcap_libero_spatial_task_t7_s7_r1,True,40,40,3841501,18,14,7,14,success,811.0
P1,libero_spatial_task,7,6,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:22:36_hardcap_libero_spatial_task_t7_s6_r2,False,40,40,3984341,33,10,10,10,grasp_fail,884.0
P1,libero_spatial_task,7,6,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:22:42_hardcap_libero_spatial_task_t7_s6_r3,False,40,40,3831844,35,15,12,15,placement_fail,932.0
P1,libero_spatial_task,7,8,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:29:33_hardcap_libero_spatial_task_t7_s8_r1,True,27,27,1797857,15,8,6,8,success,571.0
P1,libero_spatial_task,7,7,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:25:58_hardcap_libero_spatial_task_t7_s7_r3,False,40,40,4101091,25,12,7,12,placement_fail,963.0
P1,libero_spatial_task,7,9,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:35:56_hardcap_libero_spatial_task_t7_s9_r1,False,40,40,3656595,16,18,7,11,reach_plan_fail,645.0
P1,libero_spatial_task,7,8,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:34:58_hardcap_libero_spatial_task_t7_s8_r3,False,40,40,3050067,22,14,7,12,placement_fail,735.0
P1,libero_spatial_task,7,10,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:38:14_hardcap_libero_spatial_task_t7_s10_r1,True,40,40,3429133,20,13,8,13,success,583.0
P1,libero_spatial_task,7,9,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:36:24_hardcap_libero_spatial_task_t7_s9_r2,True,37,37,2593565,25,15,8,15,success,713.0
P1,libero_spatial_task,7,8,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:31:19_hardcap_libero_spatial_task_t7_s8_r2,True,34,34,2810062,18,10,7,10,success,1076.0
P1,libero_spatial_task,7,9,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:37:21_hardcap_libero_spatial_task_t7_s9_r3,True,39,39,3446964,21,10,8,10,success,764.0
P1,libero_spatial_task,7,10,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:39:05_hardcap_libero_spatial_task_t7_s10_r2,False,40,40,2877045,24,10,7,10,grasp_fail,720.0
P1,libero_spatial_task,7,10,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260817-17:42:02_hardcap_libero_spatial_task_t7_s10_r3,True,35,35,3066546,21,9,8,9,success,702.0
P1,libero_spatial_task,9,1,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:06:51_hardcap_libero_spatial_task_t9_s1_r1,False,40,40,3362136,23,11,7,11,placement_fail,502.0
P1,libero_spatial_task,9,2,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:06:51_hardcap_libero_spatial_task_t9_s2_r2,False,40,40,3436384,25,8,10,8,grasp_fail,513.0
P1,libero_spatial_task,9,1,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:06:51_hardcap_libero_spatial_task_t9_s1_r3,False,40,40,3581342,26,11,7,11,placement_fail,525.0
P1,libero_spatial_task,9,3,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:06:51_hardcap_libero_spatial_task_t9_s3_r1,True,34,34,2964134,19,12,6,11,success,654.0
P1,libero_spatial_task,9,3,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:06:51_hardcap_libero_spatial_task_t9_s3_r2,False,40,40,3808834,21,13,5,13,placement_fail,721.0
P1,libero_spatial_task,9,2,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:06:51_hardcap_libero_spatial_task_t9_s2_r3,False,40,40,4045466,23,11,7,11,grasp_fail,753.0
P1,libero_spatial_task,9,2,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:06:51_hardcap_libero_spatial_task_t9_s2_r1,False,40,40,3693412,22,12,7,12,placement_fail,774.0
P1,libero_spatial_task,9,1,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:06:51_hardcap_libero_spatial_task_t9_s1_r2,False,40,40,3694030,25,13,8,13,grasp_fail,778.0
P1,libero_spatial_task,9,3,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:15:13_hardcap_libero_spatial_task_t9_s3_r3,False,40,40,3112714,25,8,7,8,grasp_fail,526.0
P1,libero_spatial_task,9,4,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:15:25_hardcap_libero_spatial_task_t9_s4_r1,False,40,40,3211014,16,19,5,19,placement_fail,520.0
P1,libero_spatial_task,9,4,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:15:36_hardcap_libero_spatial_task_t9_s4_r2,False,40,40,3674923,18,15,8,15,placement_fail,648.0
P1,libero_spatial_task,9,6,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:19:49_hardcap_libero_spatial_task_t9_s6_r1,False,40,40,3503222,29,7,8,7,grasp_fail,441.0
P1,libero_spatial_task,9,4,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:17:46_hardcap_libero_spatial_task_t9_s4_r3,True,40,40,3466968,24,12,12,12,success,592.0
P1,libero_spatial_task,9,5,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:19:24_hardcap_libero_spatial_task_t9_s5_r2,False,40,40,3834916,23,11,5,11,placement_fail,617.0
P1,libero_spatial_task,9,5,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:18:53_hardcap_libero_spatial_task_t9_s5_r1,False,40,40,3610501,22,11,7,11,placement_fail,664.0
P1,libero_spatial_task,9,5,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:19:45_hardcap_libero_spatial_task_t9_s5_r3,False,40,40,3529283,28,10,8,10,grasp_fail,654.0
